title,genres,popularity,vote_average,overview,genres_list,mood_label,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,popularity_scaled,vote_scaled,cluster
Drowning Mona,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",3.021835,5.4,"The recently deceased Mona Dearly (Bette Midler) was many things: an abusive wife, a domineering mother, a loud-mouthed neighbor and a violent malcontent. So when her car and corpse are discovered in the Hudson River, police Chief Wyatt Rash (Danny DeVito) immediately suspects murder rather than an accident. But, since the whole community of Verplanck, N.Y., shares a deep hatred for this unceasingly spiteful woman, Rash finds his murder investigation overwhelmed with potential suspects.","['Comedy', 'Crime', 'Mystery']",Happy,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.5835823622170616,-0.6262064477414685,1
Radio Days,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",7.612849,7.0,"The Narrator (Woody Allen) tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.","['Comedy', 'Drama']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43950269165135647,0.7766663965082526,2
Remember Me,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",36.764666,6.9,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.","['Drama', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4753680078829343,0.6889868437426454,2
How to Deal,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3.199784,5.7,"Mandy Moore stars as Halley, a young hip high school student who's convinced true love doesn't exist based on the crazy relationships around her. Her mother is divorcing her father who is dating a younger woman Halley can't stand. Her crazed sister is planning a wedding but has second thoughts and her best friend has fallen madly in love for the first time leaving Halley to feel even more alone.","['Drama', 'Comedy', 'Romance']",Sad,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5779977934709204,-0.36316778944464584,1
My Stepmother is an Alien,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9.455596,5.3,"Trying to rescue her home planet from destruction, a gorgeous extraterrestrial named Celeste arrives on Earth and begins her scientific research. She woos quirky scientist Dr. Steve Mills, a widower with a young daughter. Before long, Celeste finds herself in love with Steve and her new life on Earth, where she experiences true intimacy for the first time. But when she loses sight of her mission, she begins to question where she belongs.","['Comedy', 'Science Fiction']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.3816718114371072,-0.7138860005070765,1
Philadelphia,"[{""id"": 18, ""name"": ""Drama""}]",44.301745,7.6,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7119039581866567,1.302743713101898,2
The Thirteenth Floor,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",19.890428,6.8,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.","['Thriller', 'Science Fiction', 'Mystery']",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.054195755609684725,0.6013072909770374,2
The Cookout,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0.830596,4.6,"When Todd Anderson signs a $30 million deal with his hometown team, the New Jersey Nets, he knows that his life is set for a big change. To keep things real, he decides to throw a barbeque at his place -- just like the ones his family used to have. But when you have new and old friends, family, agents, and product reps in the same house, things are bound to get crazy.","['Comedy', 'Drama']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6523499576220692,-1.3276428698663298,1
Meteor,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2.637355,5.1,"After a collision with a comet, a nearly 8km wide piece of the asteroid ""Orpheus"" is heading towards Earth. If it will hit it will cause a incredible catastrophe which will probably extinguish mankind. To stop the meteor NASA wants to use the illegal nuclear weapon satellite ""Hercules"" but discovers soon that it doesn't have enough fire power. Their only chance to save the world is to join forces with the USSR who have also launched such an illegal satellite. But will both governments agree?","['Action', 'Science Fiction', 'Thriller']",Angry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.5956484878570841,-0.8892451060382919,1
Duets,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2.25453,5.5,"Duets is a road-trip comedy which revolves around the little known world of karaoke and the whimsical characters who inhabit it. All roads lead to Omaha, site of a national karaoke competition where this motley group of singers and stars come together for a blow-out sing-off.","['Comedy', 'Drama', 'Music']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6076626746760126,-0.5385268949758611,1
Hollywood Ending,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",8.711782,6.4,"Woody Allen stars as Val Waxman, a two-time Oscar winner turned washed-up, neurotic director in desperate need of a comeback. When it comes, Waxman finds himself backed into a corner: Work for his ex-wife Ellie or forfeit his last shot. Is Val blinded by love when he opts for the reconnect? Is love blind when it comes to Ellie's staunch support? Literally and figuratively, the proof is the picture.","['Comedy', 'Drama']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4050149064662575,0.25058907991460744,2
Detroit Rock City,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",5.700333,6.7,"In 1978, a Kiss concert was an epoch-making event. For the three teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!","['Comedy', 'Music']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4995231305416844,0.51362773821143,2
Highlander,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",29.253833,6.8,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,"['Adventure', 'Action', 'Fantasy']",Angry,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2396557351009244,0.6013072909770374,0
Things We Lost in the Fire,"[{""id"": 18, ""name"": ""Drama""}]",8.842869,6.7,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4009010066229012,0.51362773821143,2
Steel,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2.848727,4.3,"Justice. Safe streets. Payback. Metallurgist John Henry Irons (O'Neal) vows to claim them all when a renegade military reject (Judd Nelson) puts new superweapons in dangerous hands. Helped by an electronics wiz (Annabeth Gish) and an imaginative scrap metal worker (Richard Roundtree), Irons becomes Steel. Wearing body armor, wielding a fearsome electrohammer and riding a gadget-packed motorcycle, he's ready to wage war...if he can fix the untimely glitches in his untested gear. ""You all be cool now,"" the good-guy hero tells two crime victims he rescues. There'll be a lot of thrillin' before Steel himself can start chillin.'","['Science Fiction', 'Action', 'Adventure']",Angry,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.589015005988631,-1.5906815281631523,1
The Immigrant,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",13.832464,6.2,An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.,"['Drama', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.2443126791082629,0.07522997438339211,2
The White Countess,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",4.488547,6.9,"The last movie from the team of Ismail Merchant, James Ivory, and Kazuo Ishiguro. Set in 1930s Shanghai, ""The White Countess"" is both Sofia (Natasha Richardson), a fallen member of the Russian aristocracy, and a nightclub created by a blind American diplomat named Jackson (Ralph Fiennes), who asks Sofia to be the centerpiece of the world he wants to create.","['Drama', 'History', 'Family', 'Romance']",Sad,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,-0.5375525784318745,0.6889868437426454,2
Trance,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",38.802415,6.5,"A fine art auctioneer mixed up with a gang, joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire, reality and hypnotic suggestion begin to blur, the stakes rise faster than anyone could have anticipated.","['Thriller', 'Crime', 'Drama', 'Mystery']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5393186306899211,0.33826863268021473,2
Soul Plane,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",9.400404,4.7,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.","['Romance', 'Comedy']",Relaxed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.38340390050890316,-1.2399633171007218,1
Welcome to the Sticks,"[{""id"": 35, ""name"": ""Comedy""}]",18.923181,6.8,"Although living a comfortable life in Salon-de-Provence, a charming town in the South of France, Julie has been feeling depressed for a while. To please her, Philippe Abrams, a post office administrator, her husband, tries to obtain a transfer to a seaside town, on the French Riviera, at any cost. The trouble is that he is caught red-handed while trying to scam an inspector. Philippe is immediately banished to the distant unheard of town of Bergues, in the Far North of France...",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08455084255031847,0.6013072909770374,2
Good,"[{""id"": 18, ""name"": ""Drama""}]",2.397987,6.3,"The rise of national socialism in Germany should not be regarded as a conspiracy of madmen. Millions of ""good"" people found themselves in a society spiralling into terrible chaos. A film about then, which illuminates the terrors of now.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6031605674508235,0.1629095271489994,2
Enter the Void,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",20.39955,7.2,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar (Nathaniel Brown), a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda (Paz de la Huerta). When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.","['Fantasy', 'Drama']",Sad,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.03821799339032466,0.952025502039468,2
Vamps,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",7.251897,4.8,The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality.,"['Comedy', 'Romance', 'Horror']",Happy,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.45083043869155986,-1.1522837643351145,1
Hachi: A Dog's Tale,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",43.217089,7.7,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,"['Drama', 'Family']",Sad,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6778642277137994,1.390423265867506,2
Zulu,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",14.529496,6.7,"As a child, Ali Neuman narrowly escaped being murdered by Inkhata, a militant political party at war with Nelson Mandela's African National Congress. Only he and his mother survived the carnage of those years. But as with many survivors, the psychological scars remain.","['Crime', 'Drama', 'Thriller']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.22243774234401983,0.51362773821143,2
The Homesman,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",20.59148,6.4,"When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.","['Western', 'Drama']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.03219465929208935,0.25058907991460744,2
Juwanna Mann,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2.244947,4.2,"A basketball star is booted out of the NBA when his on-court antics go too far, so he poses as a woman and joins the WUBA.","['Comedy', 'Drama']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6079634177107825,-1.6783610809287597,1
Ararat,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",1.326264,5.7,"A variety of characters, some close relatives, others distant strangers, are each affected by the making of a film about the Armenian Genocide of 1915.","['War', 'Drama']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6367944219277841,-0.36316778944464584,2
Madison,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",0.212108,5.3,"In 1971, air-conditioner repairman and boat enthusiast Jim McCormick entertains his desire to 'go down' as a legend in the record books when the Gold Cup hydroplane boat race improbably comes to his small town of Madison, Indiana. Immediately, Jim seizes his opportunity to enter the contest. With a motley crew of fellow mechanics and friends at his side, Jim fixes up his old boat and brings hope to the blighted industrial city. Written by Sujit R. Varma","['Action', 'Adventure', 'Drama']",Angry,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6717599501180279,-0.7138860005070765,1
